episode_number,episode_pid,episode_title,episode_date,track_type,title,artist,release_year,original_year,is_cover,original_artist,genre1,genre2,genre3,other_genres,spotify_id,album_art_url,mb_recording_id,mb_work_id,source,needs_review,notes
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,featured,Prisencolinensinainciusol,Adriano Celentano,1983,,False,,italian singer-songwriter,,,,0HQf0bd3oSZei450iKuUFR,https://i.scdn.co/image/ab67616d00004851343c6234db4e8c0dbd5275d5,b99a1412-e769-46f5-8002-bfe065e01bd7,,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,featured,Clocks and Clouds,György Ligeti,2002,,False,,rock,progressive rock,jazz,,0pGRB4wAGt4edxCeFkDCVX,https://i.scdn.co/image/ab67616d00004851893907bd26353e494e80a8ba,ade92e47-a047-4d0c-a90c-0a87ce56d714,,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,featured,Also Sprach Zarathustra,Richard Strauss,1995,,False,,classical,opera,orchestral,,43YwOmGUOS3zzGvj1Feszb,https://i.scdn.co/image/ab67616d00004851598b402e5412d8ae3cbc516a,749bc916-b15c-448b-8582-cbf169799b7e,,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,featured,Acknowledgement from A Love Supreme,John Coltrane,1965,,False,John Coltrane,jazz,hard bop,free jazz,,0CLbmkYmQIWiEwnsbOkLpd,https://i.scdn.co/image/ab67616d00004851ea42191f549dce4d9c8ecd1a,0827b81a-c1df-4601-9b63-226fd3d70feb,6c068e9b-1caf-3d0b-8586-fc242578529f,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,featured,You Got the Love,Candi Staton,1996,,False,John Bellamy,alternative rock,art rock,baroque pop,,1otmOO4ilwTSIUDBnR6wCF,https://i.scdn.co/image/ab67616d00004851fcbda50aac285a817fdc7fb6,bdf48167-7942-4802-a791-55c825caa402,2e5c49fa-764c-4154-b56f-0d2a9ea39e2d,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,"Animal Magic theme, or Las Vegas, by Group Forty Orchestra, written",Laurie Johnson,2001,,False,,,,,,3g5wgCXd5dCnaiamPe4y79,https://i.scdn.co/image/ab67616d0000485189b19a0f74e986cc2d61aae9,cad9a51a-cbff-428b-9a52-304447ac8c4f,,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,Hallelujah Sim,Ben Nobuto,2025,,False,Ben Nobuto,,,,,7ssheUnbD7wyxWAlfaU7y3,https://i.scdn.co/image/ab67616d00004851819aaf6a4a14fe7074db3b19,a906950e-0eea-4ecc-91f5-d1c8cc8b2cde,56625ade-8b61-4816-a1c2-5095ebbfc0f6,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,Always Look on the Bright Side of Life,Eric Idle,2025,,False,Eric Idle,,,,,5iIUC5rzpPJ5otWDsjb5L0,https://i.scdn.co/image/ab67616d0000485152f6a95b459703c2be20ecca,1b02821b-f3ce-41f2-b867-745e3bd3dcf4,181d0532-8228-3c6e-8a24-8c45bb0bf66c,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,Lontano,György Ligeti,2002,,False,,musique concrète,electroacoustic,avant-garde,,6nfuAgUkHapID6pnaOhLRp,https://i.scdn.co/image/ab67616d00004851488e5cd742ffd0eb1f159fe0,4dfc4cb7-68ef-4593-9d4b-dfc28b108970,,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,Your Love,Frankie Knuckles,1987,,False,Frankie Knuckles,chicago house,acid house,,,0vryyKyxCFXT0gg670yNEw,https://i.scdn.co/image/ab67616d00004851f899563d84b3e1438a3a5433,9d18ea73-574e-473b-894d-5e852551f407,193dd7e3-53a8-3fa8-88a0-598245c29143,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,You Got the Love,Candi Staton - DJ Eren's mix,1996,,False,John Bellamy,alternative rock,art rock,baroque pop,,0Bdtrfyws402iPppjE7Ljd,https://i.scdn.co/image/ab67616d00004851fcbda50aac285a817fdc7fb6,d6fccfe3-5255-4586-8843-c11a8bd6daf6,2e5c49fa-764c-4154-b56f-0d2a9ea39e2d,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,Young Hearts Run Free,Candi Staton,1976,,False,Dave Crawford,disco,funk,soul,,3MFa9idQuY4iJLWsZl3tIQ,https://i.scdn.co/image/ab67616d00004851ea04468e11c67890666d2b34,41c28358-d48a-4c17-b5cb-375b919c00c0,834ab251-af26-3ff9-903f-f77dc7f0cc7e,spotify+musicbrainz,False,
82,m0025w2d,Lucy Shaw and Ben Nobuto take us to space,2024-12-13,background,You've Got the Love,Florence & The Machine,2009,,False,John Bellamy,alternative rock,art rock,baroque pop,,244AvzGQ4Ksa5637JQu5Gy,https://i.scdn.co/image/ab67616d00004851003f81b1f4246362638e682d,a1a4e492-600f-44ee-847b-9dcc896b1a23,2e5c49fa-764c-4154-b56f-0d2a9ea39e2d,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,featured,Jump in the Line,Harry Belafonte,1961,,False,Lord Kitchener,calypso,,,,1zW2csx1vVJrKfvDrFQNVt,https://i.scdn.co/image/ab67616d00004851fcda75d554e8506cbc68f730,6565908a-ee7c-40fb-a253-aa9ac605efc2,8c537d3d-a2d9-3141-a457-dfc0e07e24d3,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,featured,The Simpsons Theme,Danny Elfman,2023,,False,,soundtrack,score,,,47mBp0k1Naxp5EKNuT6gRD,https://i.scdn.co/image/ab67616d000048519c6bff1c39a929b80e7fc7e1,831096a0-38ab-4df5-ae4e-820cbb38d287,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,featured,Ala Wain,Majaz,2024,,False,,khaleeji,,,,5VKc8PPiqkei1pIsBYTCTs,https://i.scdn.co/image/ab67616d000048515a85419b87e7cbb24eb04469,2751a127-5faa-4a4a-8ceb-0fece7228314,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,featured,Ue o Muite Arukō (Sukiyaki),Kyu Sakamoto,2013,,False,,kayōkyoku,enka,,,2IP8BZGYNmZbF3yjHkvd3f,https://i.scdn.co/image/ab67616d00004851c658ace7e4b08f5d4ef2677c,0976b9ac-42fa-4b6a-984c-9682d9244c97,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,featured,Always Look on the Bright Side of Life,Eric Idle,2025,,False,Eric Idle,,,,,5iIUC5rzpPJ5otWDsjb5L0,https://i.scdn.co/image/ab67616d0000485152f6a95b459703c2be20ecca,1b02821b-f3ce-41f2-b867-745e3bd3dcf4,181d0532-8228-3c6e-8a24-8c45bb0bf66c,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Money (That's What I Want),Barrett Strong,2004,,False,Janie Bradford,beat,pop,pop rock,,6OsefWNJtsWqO7myze1HEX,https://i.scdn.co/image/ab67616d000048518133c389b5a5ce1fc4fdd477,6105388b-aa24-4541-8d41-47a2b17c67a6,a50f2637-33a5-3e1f-a375-101460bea6a5,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Bring Him Back Home (Nelson Mandela),Hugh Masekela,2015,,False,,world music,,,,7jXFz9TJBLQ8FcVWMtg2G5,https://i.scdn.co/image/ab67616d0000485152221cfe89f655aa0acb3fe2,594f0f78-d8d2-4fde-93aa-18df61815d76,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Jump In the Line,Woody Herman,2012,,False,,big band,swing music,,,4sWS2xVWdIX8frMq83HdpG,https://i.scdn.co/image/ab67616d000048510ebd1797d0979bddaf355655,ee8c78c1-7bca-45ec-aeb0-815af4a51bfb,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Labor Day,Lord Invader,2000,,False,Lord Invader,calypso,rocksteady,,,1dxFKNAtzQ8IfHiIrBxEiO,https://i.scdn.co/image/ab67616d00004851f07c5967e9d07ae63a863157,5979bea2-d421-4412-93ea-dcdfbb8bc4bb,e9e40c55-dff7-437f-8211-d8aa71f832cd,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Banana Boat (Day-O),Harry Belafonte,1956,,False,[traditional],dancehall,folk,reggae,,4fHDlIntTsRGSyTg5UYZYC,https://i.scdn.co/image/ab67616d000048512753988fe3669f9dd213cd27,e410930b-2366-4e2a-8d55-5fbe9f17773b,c16dd477-4022-3557-b3dc-f6ada7ecd4db,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Midnight Special,Harry Belafonte,1962,,False,,calypso,,,,5ZOcgvW4CPNINDsISc1wKD,https://i.scdn.co/image/ab67616d00004851fceb7b0ff854f16d251e82c9,9e7b6dce-4e19-495c-8e3c-47ac988d3578,1e772504-9ac5-4ddf-be1b-16bcf01e0a32,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Main Titles from Beetlejuice soundtrack,Danny Elfman,1988,,False,,soundtrack,score,,,64ByydKWf67CJfIoPc8uLJ,https://i.scdn.co/image/ab67616d00004851b8cdf1840f5838dac9c13258,8b9021d1-e496-4484-8aa8-d3764a78430a,,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Magic Moments,Perry Como,1993,,False,Burt Bacharach,christmas,adult standards,,,1UviWMzF3JTVHWpHS46ql7,https://i.scdn.co/image/ab67616d00004851667b49aff0b7d1d5d237584a,38c833b3-983a-4c0a-87c3-5adc5b51e5b9,d8f8dd12-9fa9-37a4-879c-8f2c314a9107,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,"Don't Worry, Be Happy",Bobby McFerrin,1997,,False,Bobby McFerrin,,,,,5YbgcwHjQhdT1BYQ4rxWlD,https://i.scdn.co/image/ab67616d000048514d502f3148f70459329e02fd,7c5d7ff7-c4e3-420a-92cb-906ce8ff8102,368c658c-f3cb-3968-90bd-dbbfc0ccbc0a,spotify+musicbrainz,False,
81,m0025lcp,Rhodri Marsden and Yazz Ahmed head from Bahrain to Japan,2024-12-06,background,Give a Little Whistle from Pinocchio,Cliff Edwards and Dickie Jones,1992,,False,,,,,,16Ekkvg5dxPVdDo5Ys30j8,https://i.scdn.co/image/ab67616d0000485150f9a2e8f1102e1f5a76d369,85e42991-9530-42f5-8ad6-76b0c18401e3,,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,featured,Ballet Intermezzo: Tambourin,Mozart,2025,,False,Wolfgang Amadeus Mozart,classical,opera,classical piano,,2pLR0FSyUa3NKWCIkIxfnX,https://i.scdn.co/image/ab67616d00004851f12d8cc19ca5e04401623262,b6ac0712-6470-4621-ad05-c7d5cd77a7a8,8e5f4380-4c22-3c04-ba9a-c53a73684b9c,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,featured,Ril Gan Ainm (No Name)/Cinnte Le Dia (Ah Surely)/The Union Reel,Mary Bergin,2025,,False,,folk,,,,59yU2UBxotAwPbbvgnQwWF,https://i.scdn.co/image/ab67616d00004851362fde81dfa95d2ad0d864c4,4ea7356d-bcfb-4175-8baa-a909a58b7dac,,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,featured,Voodoo Child (Slight Return),Jimi Hendrix,1968,,False,,psychedelic rock,classic rock,acid rock,,2AxCeJ6PSsBYiTckM0HLY7,https://i.scdn.co/image/ab67616d00004851522088789d49e216d9818292,e58ace30-9c05-486b-aaa2-7735e5472c2a,,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,featured,Eternal Source of Light Divine,Handel,2021,,False,George Frideric Handel,baroque,classical,choral,,1AQOyVmvFtfQY9kuXdZHmd,https://i.scdn.co/image/ab67616d000048510cf280fb6049db0ff84e52c3,6a0ca9bf-d42f-4166-9a33-0d6b4c1be577,8bd4bce3-fb12-4e5a-aa7a-74ab0c335e57,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,featured,Bring Him Back Home (Nelson Mandela),Hugh Masekela,2015,,False,,world music,,,,7jXFz9TJBLQ8FcVWMtg2G5,https://i.scdn.co/image/ab67616d0000485152221cfe89f655aa0acb3fe2,594f0f78-d8d2-4fde-93aa-18df61815d76,,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Million Voices,Otto Knows,2012,,False,Otto Knows,,,,,0MOiv7WTXCqvm89lVCf9C8,https://i.scdn.co/image/ab67616d000048516368be2d4f665eadc25a444a,8e84f9f3-b975-4703-9aa7-f7566ae4cad2,229501e0-a727-4b47-86fb-b093e6d2558d,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Walkin' Boss,Sam Amidon,2014,,False,[traditional],indie folk,,,,6qOo5ulOMo1afciMYkw8cu,https://i.scdn.co/image/ab67616d000048518de6733e3f04308004d23e72,58ed093d-ae34-4d56-ab4e-dd7d221c22cd,aeb3b101-fe00-4933-ab35-e3fb955fa8f3,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Mr. Tambourine Man,Bob Dylan,1965,,False,Bob Dylan,ripped off,,,,3RkQ3UwOyPqpIiIvGVewuU,https://i.scdn.co/image/ab67616d00004851017ebe3583ccc27baf4b9eeb,1a861be8-1455-425f-8956-ebcdb62432ed,034767af-af7c-3143-b2e7-4e23d9aeb1af,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Down in the Valley,Bessie Jones,2001,,False,,country blues,,,,7K3q2DFcyCXoD05C4lMw43,https://i.scdn.co/image/ab67616d0000485147606a78c167815f85d14e9e,91d3f142-6677-4fdc-a103-a996449de7dc,,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Wilson Rag,Elizabeth Cotten,1989,,False,[traditional],country blues,traditional folk,folk,,0f17rxB5YPXL5Pab3Yzsv0,https://i.scdn.co/image/ab67616d000048510611e65ba66e3946c18c61ba,39853c6e-0fcb-4d6a-9333-1225c3cdf89f,22a5aefe-0035-4f56-a769-b4eff84e7145,spotify+musicbrainz,False,
80,m0025c0p,Sam Amidon and Heidi Fardell with music to make you dance,2024-11-29,background,Grazing in the Grass,Hugh Masekela,2004,,False,Philemon Hou,afro soul,afrobeat,,,5yIMfJOAacVK8EvObn3HsX,https://i.scdn.co/image/ab67616d00004851ab42c436b1622b9081aae41e,81229be0-6eb4-4b99-bbee-9d13d2183629,ab3bd47f-31b0-4033-8720-44c070bf9a1b,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,featured,I Feel the Earth Move,Carole King,1971,,False,Carole King,folk rock,pop,pop rock,,1BWsOxeMx83OrKGCV4gxly,https://i.scdn.co/image/ab67616d0000485108fe0c9b647742b06d3b9f87,be66b02e-056d-4aef-870a-8783d4de7da6,522f34e6-251e-3b26-9946-021a5ff501b6,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,featured,Earth,Joe Henderson and Alice Coltrane,1974,,False,,hard bop,jazz,jazz ballads,,5tR80sypNbMyWIbDfiBBXh,https://i.scdn.co/image/ab67616d0000485127d473c26c974cf5a70c1986,743202b4-ad07-4420-893c-b009269e74ec,,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,featured,The Elements,Tom Lehrer,2019,,False,Arthur Sullivan,comedy,,,,3lOqnA5D7JfRFm2OdAkoRg,https://i.scdn.co/image/ab67616d00004851bf46b81e8778a87f777f9aea,5d6d6062-64dc-4d88-ab0b-489b2ab7b10c,1d609aa3-cc16-4b5d-98f5-5cc21b544e1c,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,featured,Shave and a Haircut,Billy Watson and His International Silver String Submarine Band,2013,,False,,boogie-woogie,,,,58lrXsvj6NlZI0mrkZVEgf,https://i.scdn.co/image/ab67616d0000485115ccb5e362dff15c583e56d3,0ba39234-3e1e-40e6-b81e-a2101eb02d13,,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,featured,Mr. Tambourine Man,Bob Dylan,1965,,False,Bob Dylan,ripped off,,,,3RkQ3UwOyPqpIiIvGVewuU,https://i.scdn.co/image/ab67616d00004851017ebe3583ccc27baf4b9eeb,1a861be8-1455-425f-8956-ebcdb62432ed,034767af-af7c-3143-b2e7-4e23d9aeb1af,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Ay Jona,The Bahama Social Club,2025,,False,,electronic,jazz,hip hop,,4I3E6IAdENxyxfoZdeIdW5,https://i.scdn.co/image/ab67616d000048513de566b0458b8feffd3e2725,bb4fe2d7-6b24-490a-aab1-df2573a9b0de,,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Will You Love Me Tomorrow,Carole King,1971,,True,Carole King,folk,pop,soul,,7qVd0TKcUDUdVaUogsGm4H,https://i.scdn.co/image/ab67616d0000485108fe0c9b647742b06d3b9f87,9651d0b1-45ce-48ce-a508-3b3f92b70568,78bf38b7-9a4b-356b-ac17-ca5c77d6c9ee,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Poisoning Pigeons In The Park,Tom Lehrer,2019,,False,Tom Lehrer,alliteration,,,,7l8fOAxZQseQqa4vFXP3PH,https://i.scdn.co/image/ab67616d00004851bf46b81e8778a87f777f9aea,45051aa3-8775-43ec-8b9d-4ad9dbc2a495,115b167c-3237-35d7-b179-fc2bbbc048c5,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Major General's Song from The Pirates of Penzance,W S Gilbert & Arthur Sullivan,2023,,False,,opera,,,,1SamdcZDXwgWryNOFLUoLH,https://i.scdn.co/image/ab67616d000048512b006b230e049564a8ca7494,4ae1eb03-29ae-473b-9373-b0e8070c4004,,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,We Will All Go Together When We Go,Tom Lehrer,2019,,False,Tom Lehrer,comedy,,,,4k7Nt93W5UsCHjBQZClKyF,https://i.scdn.co/image/ab67616d00004851bf46b81e8778a87f777f9aea,9ab6b7b3-c439-4575-8905-4fe92f91f5d6,d6cb7676-1092-3974-9998-46bc99af37c9,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Magic Melody,Les Paul and Mary Ford,2024,,False,,big band,,,,0To8ioveTWjmCiO8PnTrvH,https://i.scdn.co/image/ab67616d00004851248bae17589da80934073c0e,6d130547-8920-4c2c-9831-10d9d6bd32f7,,spotify+musicbrainz,False,
79,m00254hv,Jess Gillam and Richard Stilgoe launch the new series,2024-11-22,background,Unsquare Dance,The Dave Brubeck Quartet,1961,,False,Dave Brubeck,jazz,cool jazz,,,2VUo8O3ymKRYNgj97ZG2kM,https://i.scdn.co/image/ab67616d000048517ea560d522ef653c268d79c9,f875810b-fc03-45b8-8799-1f6c3c739bfc,65d790fc-8ad8-3909-9361-36ff5ce7ad43,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,featured,Refrain,Lys Assia,2011,,False,Géo Voumard,schlager,,,,3ijeTyo5ggRvM0DTfZflBB,https://i.scdn.co/image/ab67616d00004851e0e5d1d86e4f55b8ad33a516,764d9df9-5614-44a7-a5f2-9d410638de12,f14c0e5b-e324-4e9d-a3c8-8b75d52911eb,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,featured,The Honeysuckle and the Bee,Stanley Holloway,2011,,False,,comedy,musicals,,,47SLhN6Z1WINztc8HucKAA,https://i.scdn.co/image/ab67616d00004851674161f0ca10732339e3953a,55cba8a7-4384-4036-aca2-9dfbedfd91f9,,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,featured,Champagne Supernova,Oasis,1995,1829,False,Noel Gallagher,britpop,pop,rock,,6EMynpZ10GVcwVqiLZj6Ye,https://i.scdn.co/image/ab67616d000048512f2eeee9b405f4d00428d84c,d64e43c6-dd16-4271-b768-29891d781533,491c307c-5cfc-30fc-ab49-7cc0233838aa,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,featured,Sunny Afternoon,The Kinks,1966,,False,Ray Davies,proto-punk,baroque pop,,,09Plbz3Ja2gxU9xCsqA5KY,https://i.scdn.co/image/ab67616d0000485178581804d382a515978d3308,4a4a6374-eaeb-4365-9e5d-9fcad850a95d,940c95f7-879c-3001-81c3-8e7fc6d7e8b7,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,featured,Ain’t No Mountain High Enough,Marvin Gaye & Tammi Terrell,1967,,True,Nickolas Ashford,ballad,jazz,pop,,7tqhbajSfrz2F7E1Z75ASX,https://i.scdn.co/image/ab67616d000048519173e50e99bdea2400222f02,753f33d1-1923-46be-863a-897bf8b404ff,a2f088de-18ff-3303-bc73-994b74952b02,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,background,1st Movement of Concerto Grosso,Errollyn Wallen,2008,,False,Errollyn Wallen,classical,baroque,chamber music,,0FA5eaLOAeC4K7iYCvXtIA,https://i.scdn.co/image/ab67616d000048518dcefc955b17a0a657d9b7bc,b4b684fa-b9f1-4823-a9a2-608c1253f1e0,a0639f88-719d-44ac-bedb-c6f7f61de550,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,background,Trenulețul (Eurovision 2022),Zdob și Zdub,2022,,False,,pop,gypsy punk,,,0IcFeQZD19y54GGhUeCQD7,https://i.scdn.co/image/ab67616d00004851d7e4e6a198b9b70cf8cfa04d,40396e0c-694e-4e1c-a60c-a588a4a22e72,,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,background,All in Your Head,New Jack & Lys Assia,2021,,False,,,,,,33OeHNGJA124QytVD0BeQK,https://i.scdn.co/image/ab67616d00004851095f876849c29924f8935ab5,3ee8daf4-0181-4d79-92dd-3ae11858caf0,,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,background,Flight of the Bumblebee,Nikolai Rimsky-Korsakov,1963,,False,,classical,,,,0nF5aQoLs2YtbWwClXvumL,https://i.scdn.co/image/ab67616d000048513d207c7490d0a080991efc40,67cd7a9f-4710-4ec9-a085-a0e1d5b51a4e,,spotify+musicbrainz,False,
78,m00237nb,Errollyn Wallen and Neil Brand round off the series,2024-09-27,background,Disco Inferno,The Trammps,1976,,False,Leroy Green,disco,philly soul,northern soul,,5jUA1njy3h6ynHLvPdEVHt,https://i.scdn.co/image/ab67616d0000485118afda762b8f42e5016e1155,2dfb15de-b63a-45f5-aa29-73689f1c5498,b75d04b9-609a-36ed-b879-0ad9313ad9bb,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,featured,1st movement of Concerto for Two Violins in D Minor,Bach,2004,,False,Johann Sebastian Bach,baroque,classical,classical piano,,4iYIRlCTOUE26lYwtvXEDY,https://i.scdn.co/image/ab67616d00004851de91238d77978df29c669633,efebb4ef-a12e-4de9-a656-b15bc190da30,a4910f73-44d5-3931-8b7b-db46e48efd15,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,featured,A Futuristic Auntyquarian,Gryphon,2025,,False,,,,,,6ZOOPD3TEYhXzclWtU4Vqi,https://i.scdn.co/image/ab67616d0000485157fdbf420d91bf8dc59c5457,4095391f-cc2f-4fbf-a778-52de7034004f,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,featured,Your Woman,White Town,1997,,False,,90s,electronic,pop,,3UBItNVbFQiVC5hBQlBvnr,https://i.scdn.co/image/ab67616d000048510d920d65d4e7c30cedc5eb53,5c2c4b20-4645-4d3d-ad24-600539aea4dd,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,featured,Summertime,Ella Fitzgerald & Louis Armstrong,1958,,False,,jazz,vocal jazz,swing music,,2gNjmvuQiEd2z9SqyYi8HH,https://i.scdn.co/image/ab67616d0000485111aafea0ad62648d4669626f,a6f48244-9488-4ac5-9743-6fb1b7336094,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,featured,Trenulețul (Eurovision 2022),Zdob și Zdub,2022,,False,,pop,gypsy punk,,,0IcFeQZD19y54GGhUeCQD7,https://i.scdn.co/image/ab67616d00004851d7e4e6a198b9b70cf8cfa04d,40396e0c-694e-4e1c-a60c-a588a4a22e72,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,background,Would You...?,Touch and Go,1999,,False,,,,,,1NcvMCA0sT05KwneYsD2TY,https://i.scdn.co/image/ab67616d000048515ba811d67687af46da44cdee,1cd24bb4-7de8-45bf-8700-9393ac30c005,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,background,Bapaalaay,Esukolaal,2023,,False,,,,,,7znuh9pVDI2qzXC1OLQYKD,https://i.scdn.co/image/ab67616d00004851510c6055bf7b261a0fb2f54a,d9453b49-362f-4b3b-bdf9-d072c3b03913,,spotify+musicbrainz,False,
77,m002309s,"Rick Wakeman and Fenella Humphreys, from Bach to Eurovision",2024-09-20,background,Concerto for 2 Violins in D Minor,Anne-Sophie Mutter,2022,,False,,baroque,classical,classical piano,,7oGt5YpGQu4XyjSTJZRd26,https://i.scdn.co/image/ab67616d00004851cc55f5a32018275c0b6d6c3a,340962aa-e94b-4423-8176-3055adb1cef1,,spotify+musicbrainz,False,
